datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2012-10-1,,1024.0,1009.7272727272727,1030.0,1013.0,1013.0,1018.0,1013.0,1024.0,1028.0,1014.0,1011.0,1008.0909090909091,1011.0,1012.0,1010.0,1014.0,1004.0909090909091,1011.0,1006.0,1015.0909090909091,1009.0,1012.0,1011.0,1015.0,1009.2727272727273,1014.0,1012.0,920.1666666666666,1014.0,984.0,1012.0,1010.0833333333334,1013.0,1013.0,990.0
2012-10-10,1016.7647058823529,1017.4166666666666,1016.5833333333334,1022.3333333333334,1013.25,1015.25,1007.2916666666666,1009.8636363636364,1006.3125,1003.0833333333334,1016.375,1015.9583333333334,1018.5,1011.8333333333334,1005.6666666666666,1016.625,1013.6315789473684,1019.6666666666666,1017.5416666666666,1018.7826086956521,1017.625,1017.625,1021.0416666666666,1015.2083333333334,1019.2916666666666,1002.625,1021.625,1022.2,1019.0,1018.375,982.2083333333334,1010.3333333333334,1005.5833333333334,1013.0,1013.0,989.0
2012-10-11,1014.6666666666666,1014.625,1014.125,1016.0833333333334,1005.8333333333334,1012.6666666666666,981.9583333333334,995.9444444444445,944.1666666666666,931.5416666666666,1010.0416666666666,1013.4166666666666,1015.6666666666666,1012.375,1006.8333333333334,1017.4166666666666,1010.25,1013.6666666666666,1010.6666666666666,1012.375,1008.9583333333334,1016.7083333333334,1014.3333333333334,1015.1666666666666,1005.375,1007.5,1013.7083333333334,1013.375,1011.5416666666666,1015.25,975.0,999.125,987.2083333333334,1012.0,1012.0,987.1666666666666
2012-10-12,1014.1666666666666,1014.25,1013.7916666666666,1016.8333333333334,1013.0,1014.125,1011.25,1010.7916666666666,1001.3636363636364,1018.8333333333334,1019.2916666666666,1019.4583333333334,1019.2083333333334,1019.625,1016.375,1023.1666666666666,1020.4166666666666,1024.6666666666667,1023.4166666666666,1023.375,1020.5416666666666,1021.5416666666666,1023.1666666666666,1018.2916666666666,1022.1666666666666,1012.5,1020.75,1018.3478260869565,1011.8125,1018.3333333333334,982.0833333333334,1010.125,1003.5,1012.0,1012.0,987.5
2012-10-13,970.0,1013.4166666666666,1016.6666666666666,1011.9166666666666,1014.0416666666666,1016.7916666666666,1005.3333333333334,1009.9166666666666,994.2608695652174,995.0416666666666,1017.9166666666666,1018.75,1019.25,1020.0833333333334,1024.8333333333333,1023.3333333333334,1025.125,1022.9583333333334,1024.9583333333333,1021.4166666666666,1024.375,1021.125,1022.0,1017.6666666666666,1020.4166666666666,1016.125,1020.7083333333334,1019.7391304347826,1015.8,1019.8333333333334,983.125,1011.25,1000.5416666666666,1013.0,1013.0,990.2916666666666
2012-10-14,1012.5,1020.625,1024.0416666666667,1017.5,1020.5833333333334,1020.9583333333334,1019.9166666666666,1019.1666666666666,1020.0,1013.7916666666666,1018.25,1016.5416666666666,1018.5833333333334,1014.2916666666666,1011.8333333333334,1019.5416666666666,1019.7083333333334,1024.0833333333333,1022.0833333333334,1025.625,1025.0416666666667,1022.9166666666666,1028.4583333333333,1018.2083333333334,1026.875,1022.3636363636364,1031.375,1030.7916666666667,1027.3333333333333,1029.0833333333333,985.25,1013.7916666666666,1012.1666666666666,1013.0,1013.0,990.25
2012-10-15,1010.7,1020.2916666666666,1022.5,1018.375,1017.2083333333334,1017.3478260869565,1021.75,1017.3636363636364,1025.0,1022.5,1016.6666666666666,1014.375,1016.0833333333334,1006.6666666666666,1007.625,1007.5416666666666,1004.5238095238095,1017.125,1009.0833333333334,1022.875,1009.0,1020.6666666666666,1026.0416666666667,1016.125,1016.8333333333334,1009.7272727272727,1023.0833333333334,1023.1,1019.125,1022.2916666666666,985.2083333333334,1014.0416666666666,1008.875,1013.0,1013.0,990.75
2012-10-16,1007.2857142857143,1014.0,1018.4583333333334,1012.3333333333334,1013.1739130434783,1013.5416666666666,1017.9583333333334,1014.1304347826087,1024.1739130434783,1020.0833333333334,1019.5,1018.3333333333334,1016.4166666666666,1015.0,1012.5833333333334,1014.7916666666666,1010.2608695652174,1014.9583333333334,1009.5416666666666,1014.7916666666666,1005.3333333333334,1014.7916666666666,1013.625,1012.0416666666666,1007.7083333333334,1000.0,1009.9583333333334,1009.695652173913,1001.3333333333334,1013.875,985.9166666666666,1014.7083333333334,1012.5416666666666,1013.0,1013.0,991.5
2012-10-17,1008.2941176470588,1012.5,1014.9583333333334,1009.375,1010.85,1011.0,1013.8333333333334,1011.5555555555555,1018.0625,1011.0416666666666,1009.7083333333334,1012.25,1012.0416666666666,1008.8333333333334,1003.0833333333334,1010.1666666666666,1013.1666666666666,1014.8260869565217,1013.1666666666666,1014.875,1014.0833333333334,1012.2083333333334,1013.5416666666666,1009.75,1013.375,1003.2083333333334,1008.8333333333334,1006.3529411764706,1004.0,1008.5416666666666,986.375,1014.9583333333334,1010.5833333333334,1013.0,1013.0,991.5
2012-10-18,1021.75,1025.5416666666667,1012.3333333333334,1027.7916666666667,1007.2608695652174,1007.5416666666666,1012.375,1010.0434782608696,1014.0,1009.0416666666666,1008.6666666666666,1003.625,1007.875,999.125,991.625,1001.5,999.9565217391304,1009.1666666666666,1005.1666666666666,1013.0,1006.75,1012.4583333333334,1014.25,1010.9166666666666,1012.1666666666666,1005.4782608695652,1014.7916666666666,1014.1904761904761,,1013.3333333333334,984.9583333333334,1013.4166666666666,1010.5416666666666,1013.0,1013.0,990.25
