datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2012-10-1,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,1.6363636363636365,4.0,3.1818181818181817,0.0,3.0,1.5454545454545454,0.09090909090909091,3.0,3.272727272727273,0.0,4.0,4.0,3.0,0.0,3.0,4.0,3.4545454545454546,0.0,3.0,3.1818181818181817,6.363636363636363,3.272727272727273,3.0,2.3636363636363638,0.45454545454545453,8.0,2.0,2.0,2.0
2012-10-10,1.625,0.7083333333333334,2.125,1.8333333333333333,0.7916666666666666,1.9583333333333333,2.8333333333333335,0.9583333333333334,2.5416666666666665,2.875,2.625,3.7083333333333335,2.0,3.75,4.333333333333333,1.7083333333333333,5.541666666666667,0.9166666666666666,3.25,0.7916666666666666,2.75,4.083333333333333,1.9166666666666667,1.7916666666666667,0.6666666666666666,3.2916666666666665,2.7083333333333335,3.2916666666666665,0.6666666666666666,3.8333333333333335,2.3333333333333335,2.375,4.166666666666667,2.25,2.25,2.0
2012-10-11,1.0,0.9166666666666666,3.375,0.08333333333333333,2.2083333333333335,2.5833333333333335,3.75,1.0833333333333333,1.875,2.125,2.625,3.7083333333333335,2.4583333333333335,1.125,4.0,3.0416666666666665,5.583333333333333,2.5416666666666665,5.583333333333333,1.6666666666666667,5.75,1.75,0.8333333333333334,3.25,3.0416666666666665,6.041666666666667,2.9166666666666665,4.541666666666667,4.333333333333333,3.1666666666666665,1.625,1.2916666666666667,2.8333333333333335,1.9166666666666667,1.9166666666666667,1.1666666666666667
2012-10-12,0.25,1.125,4.041666666666667,0.8333333333333334,0.625,2.625,3.375,2.0833333333333335,1.2916666666666667,2.1666666666666665,2.5,2.625,2.2083333333333335,2.2916666666666665,5.083333333333333,1.5416666666666667,4.625,1.2083333333333333,2.5416666666666665,0.4583333333333333,3.8333333333333335,2.7083333333333335,2.3333333333333335,2.875,2.9166666666666665,4.833333333333333,4.5,5.416666666666667,4.541666666666667,2.875,3.0833333333333335,3.0,1.6666666666666667,3.75,3.75,3.0
2012-10-13,1.625,1.6666666666666667,3.2916666666666665,2.9166666666666665,0.9166666666666666,2.4583333333333335,2.3333333333333335,2.875,4.583333333333333,2.75,3.2916666666666665,4.083333333333333,2.6666666666666665,4.791666666666667,2.9166666666666665,2.4583333333333335,4.791666666666667,1.75,3.0,1.4583333333333333,3.125,3.1666666666666665,0.4166666666666667,4.541666666666667,2.7916666666666665,4.333333333333333,3.7083333333333335,4.416666666666667,3.3333333333333335,2.0416666666666665,1.5416666666666667,2.25,5.291666666666667,3.4583333333333335,3.4583333333333335,2.25
2012-10-14,1.9166666666666667,3.0,1.9166666666666667,3.5833333333333335,0.375,2.4166666666666665,1.3333333333333333,1.0833333333333333,4.041666666666667,3.0833333333333335,4.416666666666667,6.291666666666667,3.4583333333333335,3.2083333333333335,3.25,2.4583333333333335,4.083333333333333,2.375,1.9583333333333333,2.125,0.5416666666666666,3.4166666666666665,2.25,3.5416666666666665,2.0,1.5833333333333333,2.9166666666666665,3.125,1.0416666666666667,1.4166666666666667,1.2083333333333333,3.2916666666666665,5.416666666666667,3.5,3.5,1.75
2012-10-15,4.5,2.625,3.5416666666666665,4.5,0.7083333333333334,1.625,1.0416666666666667,0.625,2.3333333333333335,2.0416666666666665,2.9166666666666665,3.0416666666666665,2.3333333333333335,5.458333333333333,3.8333333333333335,4.0,4.958333333333333,6.5,5.875,1.875,3.7083333333333335,3.5833333333333335,0.7083333333333334,5.041666666666667,4.291666666666667,2.4583333333333335,3.6666666666666665,4.541666666666667,2.7916666666666665,0.8333333333333334,2.0416666666666665,2.5416666666666665,5.791666666666667,4.0,4.0,2.0
2012-10-16,3.1666666666666665,3.125,3.875,2.4166666666666665,1.2083333333333333,1.3333333333333333,1.4583333333333333,1.0,1.125,3.0,1.0833333333333333,0.5416666666666666,2.6666666666666665,0.7916666666666666,1.75,1.8333333333333333,4.625,2.625,5.291666666666667,2.7916666666666665,5.958333333333333,1.2083333333333333,3.0,2.2916666666666665,4.625,5.083333333333333,4.833333333333333,4.041666666666667,3.5416666666666665,1.5,1.3333333333333333,3.0,6.083333333333333,4.25,4.25,2.0
2012-10-17,4.5,2.625,5.166666666666667,4.958333333333333,0.6666666666666666,1.5,1.0416666666666667,0.8333333333333334,2.0833333333333335,3.0416666666666665,0.5833333333333334,2.0833333333333335,0.7916666666666666,2.8333333333333335,2.8333333333333335,1.2916666666666667,3.0,0.9583333333333334,1.7083333333333333,1.1666666666666667,2.0416666666666665,4.333333333333333,1.0416666666666667,1.5833333333333333,1.9166666666666667,2.4166666666666665,3.0,4.5,3.0,4.666666666666667,1.1666666666666667,2.75,3.3333333333333335,4.0,4.0,1.5
2012-10-18,2.75,1.5416666666666667,2.1666666666666665,1.0416666666666667,0.16666666666666666,1.4166666666666667,2.0833333333333335,1.1666666666666667,4.208333333333333,9.0,2.4166666666666665,5.0,3.0416666666666665,4.5,3.6666666666666665,3.9166666666666665,6.041666666666667,4.041666666666667,4.791666666666667,1.0833333333333333,3.0416666666666665,3.1666666666666665,1.625,2.0,2.4583333333333335,2.5833333333333335,1.0416666666666667,2.125,0.125,0.4166666666666667,1.0416666666666667,2.5416666666666665,5.125,3.5,3.5,1.0
