datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2012-10-1,284.6207691454545,282.1181975,289.4166424090909,281.7672622818182,291.84650067272725,291.5734950272727,293.3589111727273,296.7017392636363,285.47620774545453,284.57732794545456,289.44496786363635,290.0382195818182,288.4454820909091,290.1617761181819,287.1277990181818,286.2418294545455,284.55266946363633,287.5564593,284.1006887,294.09360445454547,284.49234431818184,298.58806743636364,288.65183175454547,299.87072329999995,281.28249863636364,286.2908541181818,286.04316484545456,288.56941989090916,285.8879800818182,287.37109077272726,306.62148596363636,304.24898272727273,310.070608975,304.40000000000003,304.40000000000003,303.5
2012-10-10,284.91395833333337,284.36395833333336,288.50625,285.96124999999995,291.34270833333335,292.77083333333337,298.1566666666667,299.2135416666667,288.3966666666667,282.2643749999999,292.320625,289.6822916666667,291.9835416666668,286.1716666666667,282.1410416666667,284.71145833333327,285.42020833333333,283.02875000000006,281.2416666666666,286.83520833333324,282.70645833333333,293.1870833333333,283.18750000000006,300.785625,279.9372916666666,282.4554166666666,283.7425,284.8939583333334,281.75895833333334,284.46791666666667,299.1720833333333,297.8016666666666,299.499375,298.1399999999999,298.1399999999999,296.61249999999995
2012-10-11,283.82874999999996,286.5997916666667,289.8620833333334,287.5562500000001,292.47208333333333,292.73895833333324,298.22520833333334,299.7752083333334,287.1458333333333,284.59958333333344,298.7964583333333,293.5058333333333,298.48499999999996,283.93208333333337,278.65833333333336,284.1404166666667,281.9752083333334,288.3660416666666,283.0697916666666,288.8129166666667,283.0810416666667,293.80249999999995,288.1697916666667,300.5375,283.3400000000001,284.16125000000005,288.0027083333333,287.9572916666667,284.75312499999995,286.46437499999996,300.0302083333334,297.31250000000006,298.77125000000007,297.86875000000003,297.86875000000003,297.2677083333333
2012-10-12,283.49375000000003,283.68125000000003,287.00500000000005,283.6525,290.3054166666667,290.2879166666667,291.29,298.9866666666667,288.0579166666667,284.92416666666674,298.4079166666667,295.29041666666666,298.6870833333333,285.9633333333334,281.3666666666666,282.73041666666666,282.41166666666675,283.97083333333336,279.8102083333333,288.4195833333333,280.95541666666674,294.33750000000003,286.9054166666667,299.72583333333336,280.4425,279.80166666666673,284.22999999999996,285.23499999999996,280.5016666666666,284.45041666666674,300.534375,299.50083333333345,301.2985416666666,298.76000000000005,298.76000000000005,298.28000000000003
2012-10-13,283.83583333333337,284.83958333333334,287.5129166666667,285.1716666666667,289.4675,290.3129166666666,288.75854166666664,295.37166666666667,290.3479166666666,283.12499999999994,298.74375000000003,298.5341666666667,300.05625000000003,286.94291666666663,277.05,287.19958333333324,283.19083333333333,287.84999999999997,283.5562499999999,292.49416666666673,282.20041666666674,295.91208333333327,288.65624999999994,299.765,282.3825,280.9916666666666,282.96125,283.19208333333336,279.5129166666666,281.7391666666667,300.4354166666667,298.25875,300.9379166666666,298.1354166666666,298.1354166666666,297.62562499999996
2012-10-14,285.0729166666667,286.33083333333343,287.4870833333333,286.05,290.6470833333333,290.4129166666667,289.08125,292.2979166666667,283.7816666666667,282.7691666666666,298.7033333333333,297.63124999999997,298.7270833333333,290.06583333333333,282.8070833333333,289.6516666666667,283.43375000000003,290.22333333333336,284.7281249999999,292.1137499999999,279.71916666666664,296.59625,287.34375,298.5779166666667,280.62083333333334,277.4583333333333,279.55749999999995,279.6691666666667,276.7416666666666,277.9008333333333,299.51625,298.1210416666667,302.1216666666665,299.4175000000001,299.4175000000001,298.5
2012-10-15,286.48041666666666,287.9283333333333,289.60375000000005,287.96999999999997,293.5633333333333,292.9145833333333,291.93895833333335,295.50458333333336,284.55041666666665,283.9487500000001,298.3862500000001,295.82749999999993,298.62375000000003,291.25625,282.69041666666664,292.92125000000004,291.14124999999996,293.7858333333333,293.35020833333334,291.61083333333335,290.37125,297.7583333333333,287.2445833333333,300.10666666666674,291.5616666666667,285.71125,286.34333333333336,287.2845833333333,279.13375,283.62791666666675,299.03041666666667,298.4239583333334,301.56541666666664,298.8949999999999,298.8949999999999,298.1425000000001
2012-10-16,285.02500000000003,288.75458333333336,290.27374999999995,286.85749999999996,296.1120833333333,295.64333333333343,293.9316666666667,299.6025,286.44666666666666,286.97125,294.7883333333333,293.0012500000001,296.30541666666664,288.1529166666667,282.3329166666667,287.36083333333335,283.3812500000001,290.76375,284.87416666666667,293.65541666666667,285.58,297.6083333333333,292.2304166666667,300.4045833333333,289.03875,285.93083333333334,290.56958333333336,291.2525,285.0795833333334,291.5654166666667,300.5108333333333,298.64145833333333,301.94416666666666,299.3874999999999,299.3874999999999,299.31249999999994
2012-10-17,285.06999999999994,287.9058333333333,292.6875,286.45916666666665,294.94208333333336,293.74499999999995,294.5895833333333,297.9558333333334,288.27916666666664,289.54041666666666,292.9725000000001,292.4,292.8783333333334,292.9366666666667,287.93541666666664,289.10124999999994,284.1595833333334,286.84833333333336,282.9812499999999,287.98374999999993,282.60875000000004,295.1275000000001,287.48583333333335,299.81333333333333,282.585,280.7991666666667,285.8070833333333,286.51666666666665,281.68333333333334,286.8320833333333,300.2439583333333,299.84270833333335,302.80625,300.3925,300.3925,300.5900000000001
2012-10-18,282.28999999999996,282.69583333333327,292.1266666666667,282.66083333333336,296.65749999999997,296.3929166666666,296.19104166666665,297.7895833333334,289.89208333333335,285.64708333333334,295.4754166666667,296.2541666666666,295.14458333333334,290.88916666666665,285.49833333333333,291.31,290.74666666666667,290.44208333333336,289.01979166666666,288.7283333333334,287.9379166666667,293.39875,286.8033333333333,299.78416666666664,283.93916666666667,281.7541666666668,282.31999999999994,282.68708333333336,279.2183333333333,280.2441666666667,301.16,299.168125,302.65624999999994,300.4724999999999,300.4724999999999,300.2725000000001
